text,address,website,label
freemsgfav xmas tonesreply real,,,Phishing
u ' bin award £ 50 play 4 instant cash call 08715203028 claim every 9th player win min £ 50£500 optout 08718727870,,,Phishing
december mobile 11mths entitle update late colour camera mobile free call mobile update co free 08002986906,,,Phishing
congratulation thank good friend u £ 2000 xmas prize 2 claim easy call 08712103738 10p per minute btnationalrate,,,Phishing
romcapspam everyone around respond well presence since warm outgoing bring real breath sunshine,,,Phishing
interflora it late order interflora flower christmas call 0800 505060 place order midnight tomorrow,,,Phishing
urgent mobile award £ 1500 bonus caller prize 27603 final attempt 2 contact u call 08714714011,,,Phishing
currently message await collection collect message call 08718723815,,,Phishing
1 new message please call 08712400200,,,Phishing
sorry u unsubscribe yet mob offer package min term 54 week pls resubmit request expiry reply themob help 4 info,,,Phishing
last chance claim ur £ 150 worth discount voucher today text shop 85023 savamob offer mobile c savamob pobox84 m263uz £ 300 sub 16,,,Phishing
hey boy want hot xxx pic send direct 2 ur phone txt porn 69855 24hrs free 50p per day stop text stopbcm sf wc1n3xx,,,Phishing
urgent mobile number award £ 2000 prize guarantee call 09058094454 land line claim 3030 valid 12hrs,,,Phishing
ur cashbalance currently 500 pound maximize ur cashin send cash 86688 150pmsg cc 08718720201 po box 11414 tcrw1,,,Phishing
pdatenow double min 1000 txt orange tariff late motorola sonyericsson nokia bluetooth free call mobileupd8 08000839402 call2optoutyhl,,,Phishing
sorry miss call let talk time I m 07090201529,,,Phishing
free msgwe bill mobile number mistake shortcode 83332please call 08081263000 charge refundedthis call free bt landline,,,Phishing
complimentary 4 star ibiza holiday £ 10000 cash need urgent collection 09066364349 landline lose box434sk38wp150ppm18,,,Phishing
rct thnq adrian u text rgds vatian,,,Phishing
contact date service someone know find call land line 09050000928 pobox45w2tg150p,,,Phishing
get free mobile video player free movie collect text go 89105 free extra film order t c apply 18 yr,,,Phishing
camera award sipix digital camera call 09061221066 fromm landline delivery within 28 day,,,Phishing
urgent try contact u today draw show £ 800 prize guarantee call 09050001808 land line claim m95 valid12hrs,,,Phishing
want new nokia 3510i colour phone deliveredtomorrow 300 free minute mobile 100 free text free camcorder reply call 08000930705,,,Phishing
value customer please advise follow recent review mob award £ 1500 bonus prize call 09066364589,,,Phishing
urgent mobile number award £ 2000 bonus caller prize call 09058095201 land line valid 12hrs,,,Phishing
please call 08712402972 immediately urgent message wait,,,Phishing
new 2 club do not fink meet yet b gr8 2 c u please leave msg 2day wiv ur area 09099726553 reply promise carlie x calls£1minmobsmore lkpobox177hp51fl,,,Phishing
mobile 10 mth update late orange cameravideo phone free save £ s free textsweekend call text yes callback orno opt,,,Phishing
freemsg 1month unlimited free call activate smartcall txt call 68866 subscriptn3gbpwk unlimited call help 08448714184 stoptxt stop landlineonly,,,Phishing
welcome please reply age gender begin eg 24 m,,,Phishing
value customer please advise follow recent review mob award £ 1500 bonus prize call 09066368470,,,Phishing
want new video phone 600 anytime network min 400 inclusive video call download 5 per week free deltomorrow call 08002888812 reply,,,Phishing
life never much fun great come make truly special will not forget enjoy one gbpsm,,,Phishing
lookatme thank purchase video clip lookatme you ve charge 35p think well send video mmsto 32323,,,Phishing
ur award city break could win £ 200 summer shopping spree every wk txt store 88039skilgmetscs087147403231winawkage16£150perwksub,,,Phishing
2nd time try 2 contact u u 750 pound prize 2 claim easy call 08712101358 10p per min btnationalrate,,,Phishing
dear voucher holder claim week offer pc please go httpwwwetlpcoukreward tscs apply,,,Phishing
ur go 2 bahama callfreefone 08081560665 speak live operator claim either bahama cruise of£2000 cash 18only opt txt x 07786200117,,,Phishing
sexy sexy cum text I m wet warm ready porn u fun msg free recd msg 150p inc vat 2 cancel text stop,,,Phishing
hard live 121 chat 60pmin choose girl connect live call 09094646899 cheap chat uks big live service vu bcm1896wc1n3xx,,,Phishing
hot live fantasy call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870k,,,Phishing
2nd time try contact u u £ 1450 prize claim call 09053750005 b4 310303 tcsstop sm 08718725756 140ppm,,,Phishing
hear u4 call 4 rude chat private line 01223585334 cum wan 2c pic gettin shag text pix 8552 2end send stop 8552 sam xxx,,,Phishing
urgent try contact u today draw show £ 2000 prize guarantee call 09066358361 land line claim y87 valid 12hrs,,,Phishing
1 new voicemail please call 08719181513,,,Phishing
44 7732584351 want new nokia 3510i colour phone deliveredtomorrow 300 free minute mobile 100 free text free camcorder reply call 08000930705,,,Phishing
message free welcome new improved sex dog club unsubscribe service reply stop msgs150p 18,,,Phishing
today voda number end 5226 select receive 350 award hava match please call 08712300220 quote claim code 1131 standard rate app,,,Phishing
camera award sipix digital camera call 09061221066 fromm landline delivery within 28 day,,,Phishing
someone u know ask date service 2 contact can not guess call 09058097189 reveal pobox 6 ls15hb 150p,,,Phishing
congratulation thank good friend u £ 2000 xmas prize 2 claim easy call 08718726978 10p per minute btnationalrate,,,Phishing
ur cashbalance currently 500 pound maximize ur cashin send collect 83600 150pmsg cc 08718720201 po box 11414 tcrw1,,,Phishing
six chance win cash 100 20000 pound txt csh11 send 87575 cost 150pday 6days 16 tsandc apply reply hl 4 info,,,Phishing
thank ringtone order reference number x29 mobile charge 450 tone arrive please call customer service 09065989180,,,Phishing
1 new message please call 08715205273,,,Phishing
msg mobile content order resent previous attempt fail due network error query,customersqueries@netvision.uk.com,,Phishing
themobhit link get premium pink panther game new 1 sugababe crazy zebra animation badass hoody wallpaperall 4 free,,,Phishing
december mobile 11mths entitle update late colour camera mobile free call mobile update vco free 08002986906,,,Phishing
get 3 lion england tone reply lionm 4 mono lionp 4 poly 4 go 2 wwwringtonescouk original n good tone 3gbp network operator rate apply,,,Phishing
private 2003 account statement 078,,,Phishing
free video camera phone half price line rental 12 mth 500 cross ntwk min 100 txt call mobileupd8 08001950382 call2optout674,,,Phishing
83039 62735£450 uk break accommodationvoucher term condition apply 2 claim mustprovide claim number 15541,,,Phishing
double min double txt 12 price linerental late orange bluetooth mobile call mobileupd8 late offer 08000839402 call2optoutlf56,,,Phishing
5p 4 alfie moon child need song ur mob tell ur m8s txt tone charity 8007 nokia poly charity poly ze 08701417012 profit 2 charity,,,Phishing
want new nokia 3510i colour phone deliveredtomorrow 300 free minute mobile 100 free text free camcorder reply call 08000930705,,,Phishing
2nd attempt contract u week top prize either £ 1000 cash £ 200 prize call 09066361921,,,Phishing
win £ 200 shopping spree every week start 2 play text store 88039 skilgme tscs08714740323 1winawk age16 £ 150perweeksub,,,Phishing
record indicate u maybe entitle 5000 pound compensation accident claim 4 free reply claim msg 2 stop txt stop,,,Phishing
spook mob halloween collection logo pic message plus free eerie tone txt card spook 8007 ze 08701417012150p per logopic,,,Phishing
ree entry 2 weekly comp chance win ipod txt pod 80182 get entry std txt rate tc apply 08452810073 detail 18,,,Phishing
4 costa del sol holiday £ 5000 await collection call 09050090044 toclaim sae tc pobox334 stockport sk38xh cost£150pm max10mins,,,Phishing
natalja 25f invite friend reply yes440 no440 see wwwsmsacunat27081980 stop send stop frnd 62468,,,Phishing
mobile 11mths update free orange late colour camera mobile unlimited weekend call call mobile upd8 freefone 08000839402 2stoptxt,,,Phishing
sm auction brand new nokia 7250 4 auction today auction free 2 join take part txt nokia 86021,,,Phishing
4 costa del sol holiday £ 5000 await collection call 09050090044 toclaim sae tc pobox334 stockport sk38xh cost£150pm max10mins,,,Phishing
congrat 2 mobile 3 g videophone r call 09063458130 videochat wid ur mate play java game dload polyph music noline rentl bx420 ip4 5we 150p,,,Phishing
hi sexychat girl wait text text great night chat send stop stop service,,,Phishing
get take 2 take part wrc rally oz u lucozade energy text rally le 61200 25p see pack itcould u,,,Phishing
welcome select o2 service add benefit call specially train advisor free mobile dialling 402,,,Phishing
hi amy send free phone number couple day give access adult party,,,Phishing
great news call freefone 08006344447 claim guarantee £ 1000 cash £ 2000 gift speak live operator,,,Phishing
today vodafone number end 4882 select receive £ 350 award number match call 09064019014 receive £ 350 award,,,Phishing
want late video handset 750 anytime network min half price line rental reply call 08000930705 delivery tomorrow,,,Phishing
2nd time try 2 contact u u 750 pound prize 2 claim easy call 08712101358 10p per min btnationalrate,,,Phishing
1 polyphonic tone 4 ur mob every week txt pt2 87575 1st tone free get txtin tell ur friend 150ptone 16 reply hl 4info,,,Phishing
goal arsenal 4 henry 7 v liverpool 2 henry score simple shoot 6 yard pas bergkamp give arsenal 2 goal margin 78 min,,,Phishing
warner village 83118 c colin farrell swat wkend warner village get 1 free med popcornjust show msgticketkioskvalid 4712 c tc kiosk reply sony 4 mre film offer,,,Phishing
free polyphonic ringtone text super 87131 get free poly tone week 16 sn pobox202 nr31 7zs subscription 450pw,,,Phishing
ou guarantee late nokia phone 40 gb ipod mp3 player £ 500 prize txt word collect 83355 ibhltd ldnw15h 150pmtmsgrcvd18,,,Phishing
dear 0776xxxxxxx uve invite xchat final attempt contact u txt chat 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18yrs,,,Phishing
guarantee £ 1000 cash £ 2000 prize claim yr prize call customer service representative 08714712412 10am7pm cost 10p,,,Phishing
ur cashbalance currently 500 pound maximize ur cashin send go 86688 150pmeg cc 08718720201 hgsuite3422land roww1j6hl,,,Phishing
private 2003 account statement show 800 unredeemed sim point call 08715203685 identifi code4xx26 expire 131004,,,Phishing
jamster get free wallpaper text heart 88888 tc apply 16 need help call 08701213186,,,Phishing
natalie 20f invite friend reply yes165 no165 see wwwsmsacunatalie2k9 stop send stop frnd 62468,,,Phishing
will not believe true incredible txt reply g learn truly amazing thing blow mind o2fwd 18ptxt,,,Phishing
i d like tell deep dark fantasy call 09094646631 60pmin stop text call 08712460324 nat rate,,,Phishing
donate £ 250 unicef asian tsunami disaster support fund texting donate 864233 £ 250 add next bill,,,Phishing
urgent try contact u today draw show £ 2000 prize guarantee call 09058094507 land line claim 3030 valid 12hrs,,,Phishing
dear voucher holder next meal we use follow link pc 2 enjoy 2 4 1 dining,,,Phishing
goldvike 29 m invite friend reply yes762 no762 see wwwsmsacugoldvike stop send stop frnd 62468,,,Phishing
phony £ 350 award today voda number end xxxx select receive £ 350 award match please call 08712300220 quote claim code 3100 standard rate app,,,Phishing
lyricalladie21f invite friend reply yes910 no910 see wwwsmsacuhmmross stop send stop frnd 62468,,,Phishing
december mobile 11mths entitle update late colour camera mobile free call mobile update co free 08002986906,,,Phishing
late news police station toilet steal cop nothing go,,,Phishing
guarantee 32000 award maybe even £ 1000 cash claim ur award call free 0800 18 legitimat efreefone number wat u think,,,Phishing
txt call 86888 claim reward 3 hour talk time use phone subscribe6gbpmnth inc 3hrs 16 stoptxtstop wwwgambtv,,,Phishing
urgent try contact last weekend draw show u £ 1000 prize guarantee call 09064017295 claim code k52 valid 12hrs 150p pm,,,Phishing
urgent last weekend draw show £ 1000 cash spanish holiday call 09050000332 claim tc rstm sw7 3 150ppm,,,Phishing
santa call would little one like call santa xmas eve call 09058094583 book time,,,Phishing
contract mobile 11 mnth late motorola nokia etc free double min text orange tariff text yes callback remove record,,,Phishing
ask 3mobile 0870 chatline inclu free min india cust servs se yes l8er get mega bill 3 do not giv shit bailiff due day £ 250 3 want £ 800,,,Phishing
want explicit sex 30 sec ring 02073162414 cost 20pmin gsex pobox 2667 wc1n 3xx,,,Phishing
2nd time try 2 contact u u £ 750 pound prize 2 claim easy call 087187272008 now1 10p per minute btnationalrate,,,Phishing
reminder o2 get 250 pound free call credit detail great offer pls reply 2 text valid name house postcode,,,Phishing
private 2003 account statement 07808247860 show 800 unredeemed point call 08719899229 identifier code 40411 expire 061104,,,Phishing
marvel mobile play official ultimate spiderman game £ 450 ur mobile right text spider 83338 game send u free 8ball wallpaper,,,Phishing
private 2003 account statement show 800 unredeemed sim point call 08718738001 identifier code 49557 expire 261104,,,Phishing
award sipix digital camera call 09061221061 landline delivery within 28days c box177 m221bp 2yr warranty 150ppm 16 p p£399,,,Phishing
urgent mobile number award £ 2000 prize guarantee call 09061790126 land line claim 3030 valid 12hrs 150ppm,,,Phishing
urgent please call 09061213237 landline £ 5000 cash luxury 4 canary island holiday await collection tc sae po box 177 m227xy 150ppm 16,,,Phishing
someonone know try contact via date service find could call mobile landline 09064015307 box334sk38ch,,,Phishing
choose receive £ 350 award pls call claim number 09066364311 collect award select receive value mobile customer,,,Phishing
private 2003 account statement fone show 800 unredeemed point call 08715203656 identifier code 42049 expire 261004,,,Phishing
urgent please call 09061213237 landline £ 5000 cash 4 holiday await collection c sae po box 177 m227xy 16,,,Phishing
camera award sipix digital camera call 09061221066 fromm landline delivery within 28 day,,,Phishing
datingi two start send text talk sport radio last week connection think coincidence,,,Phishing
important message final contact attempt important message wait customer claim dept expire 13404 call 08717507382,,,Phishing
£ 400 xmas reward wait computer randomly pick loyal mobile customer receive £ 400 reward call 09066380611,,,Phishing
call 09095350301 send girl erotic ecstacy 60pmin stop text call 08712460324 nat rate,,,Phishing
current lead bid 151 pause auction send customer care 08718726270,,,Phishing
1 new message call 02070836089,,,Phishing
free entry gr8prizes wkly comp 4 chance win late nokia 8800 psp £ 250 cash every wktxt great 80878 08715705022,,,Phishing
get official england poly ringtone colour flag yer mobile tonight game text tone flag 84199 optout txt eng stop box39822 w111wx £ 150,,,Phishing
u r subscribe 2 textcomp 250 wkly comp 1st wks free question follow subsequent wks charged150pmsg2 unsubscribe txt stop 2 84128custcare 08712405020,,,Phishing
chance win free bluetooth headset simply reply back adp,,,Phishing
one register subscriber u enter draw 4 100 gb gift voucher replying enter unsubscribe text stop,,,Phishing
do not b floppy b snappy happy gay chat service photo upload call 08718730666 10pmin 2 stop text call 08712460324,,,Phishing
want new video handset 750 time network min unlimited text camcorder reply call 08000930705 del sit,,,Phishing
date service ask 2 contact u someone shy call 09058091870 reveal pobox84 m26 3uz 150p,,,Phishing
ur balance £ 600 next question complete landmark big bob b barry c ben text b c 83738 good luck,,,Phishing
recpt 13 order ringtone order process,,,Phishing
want new nokia 3510i colour phone deliver tomorrow 200 free minute mobile 100 free text free camcorder reply call 8000930705,,,Phishing
late nokia mobile ipod mp3 player £ 400 proze guarantee reply win 83355 norcorp ltd£150mtmsgrcvd18,,,Phishing
mobile club choose top quality item mobile 7cfca1a,,,Phishing
congrat 2 mobile 3 g videophone r call 09061744553 videochat wid ur mate play java game dload polyh music noline rentl bx420 ip4 5we 150pm,,,Phishing
money wining number 946 wot next,,,Phishing
urgent ur award complimentary trip eurodisinc trav acoentry41 £ 1000 claim txt dis 87121 186£150morefrmmob shracomorsglsuplt10 ls1 3aj,,,Phishing
welcome ukmobiledate msg free give free call 08719839835 future mg bill 150p daily cancel send go stop 89123,,,Phishing
want explicit sex 30 sec ring 02073162414 cost 20pmin,,,Phishing
3 receive mobile content enjoy,,,Phishing
freemsg record indicate may entitle 3750 pound accident claim free reply yes msg opt text stop,,,Phishing
block breaker come deluxe format new feature great graphic tmobile buy £ 5 replying get bbdeluxe take challenge,,,Phishing
accordingly repeat text word ok mobile phone send,,,Phishing
text pass 69669 collect polyphonic ringtone normal gprs charge apply enjoy tone,,,Phishing
show ur colour euro 2004 241 offer get england flag 3lions tone ur phone click follow service message info,,,Phishing
urgent please call 0906346330 abta complimentary 4 spanish holiday £ 10000 cash await collection sae tc box 47 po19 2ez 150ppm 18,,,Phishing
double min txts 4 6months free bluetooth orange available sony nokia motorola phone call mobileupd8 08000839402 call2optoutn9dx,,,Phishing
miss call alert number call leave message 07008009200,,,Phishing
cmon babe make horny turn txt fantasy babe I m hot sticky need reply cost £ 150 2 cancel send stop,,,Phishing
want funk ur fone weekly new tone reply tones2u 2 text wwwringtonescouk original n good tone 3gbp network operator rate apply,,,Phishing
someone u know ask date service 2 contact can not guess call 09058091854 reveal po box385 m6 6wu,,,Phishing
congrat 2 mobile 3 g videophone r call 09061744553 videochat wid ur mate play java game dload polyh music noline rentl bx420 ip4 5we 150pm,,,Phishing
u 447801259231 secret admirer look 2 make contact ufind rreveal think ur specialcall 09058094597,,,Phishing
winner value network customer select receivea £ 900 prize reward claim call 09061701461 claim code kl341 valid 12 hour,,,Phishing
natalja 25f invite friend reply yes440 no440 see wwwsmsacunat27081980 stop send stop frnd 62468,,,Phishing
well do 4 costa del sol holiday £ 5000 await collection call 09050090044 toclaim sae tc pobox334 stockport sk38xh cost£150pm max10mins,,,Phishing
please call 08712402578 immediately urgent message wait,,,Phishing
kit strip bill 150p netcollex ltd po box 1013 ig11 oja,,,Phishing
want cock hubby away need real man 2 satisfy txt wife 89938 string action txt stop 2 end txt rec £ 150ea otbox 731 la1 7ws,,,Phishing
thank 4 continued support question week enter u in2 draw 4 £ 100 cash name new u president txt an 80082,,,Phishing
urgent mobile number award £ 2000 prize guarantee call 09061790121 land line claim 3030 valid 12hrs 150ppm,,,Phishing
weekly coolmob tone ready download week new tone include 1 crazy frogaxel f 2 akonlonely 3 black eyeddont p info n,,,Phishing
unique user i d 1172 removal send stop 87239 customer service 08708034412,,,Phishing
urgent call 09066649731from landline complimentary 4 ibiza holiday £ 10000 cash await collection sae tc po box 434 sk3 8wp 150ppm 18,,,Phishing
camera award sipix digital camera call 09061221066 fromm landline delivery within 28 day,,,Phishing
free game get rayman golf 4 free o2 game arcade 1st get ur game set reply post save activ8 press 0 key arcade termsapply,,,Phishing
buy space invader 4 chance 2 win orig arcade game console press 0 game arcade std wap charge see 4 term set purchase,,,Phishing
mobile 10 mth update late cameravideo phone free keep ur number get extra free minstext text yes call,,,Phishing
value vodafone customer computer pick win £ 150 prize collect easy call 09061743386,,,Phishing
private 2003 account statement show 800 unredeemed point call 08715203652 identifier code 42810 expire 29100,,,Phishing
bore housewife chat n date 08717507711 btnational rate 10pmin landline,,,Phishing
free messagethank use auction subscription service 18 150pmsgrcvd 2 skip auction txt 2 unsubscribe txt stop customercare 08718726270,,,Phishing
private 2004 account statement 0784987 show 786 unredeemed bonus point claim call 08719180219 identifier code 45239 expire 060505,,,Phishing
urgent 2nd attempt contact u £ 900 prize yesterday still await collection claim call 09061702893,,,Phishing
u r winner u ave specially select 2 receive £ 1000 cash 4 holiday flight inc speak live operator 2 claim 0871277810710pmin 18,,,Phishing
check choose babe video fgkslpopw fgkslpo,,,Phishing
mila age23 blonde new uk look sex uk guy u like fun text mtalk 6986618 30pptxt 1st 5free £ 150 increment help08718728876,,,Phishing
u secret admirer look 2 make contact ufind rreveal think ur specialcall 09065171142stopsms08718727870150ppm,,,Phishing
urgent call 09066350750 landline complimentary 4 ibiza holiday 10000 cash await collection sae tc po box 434 sk3 8wp 150 ppm 18,,,Phishing
contract mobile 11 mnth late motorola nokia etc free double min text orange tariff text yes callback remove record,,,Phishing
congratulation ur award 500 cd voucher 125gift guarantee free entry 2 100 wkly draw txt music 87066,,,Phishing
urgent 2nd attempt contact uu £ 1000call 09071512432 b4 300603tcsbcm4235wc1n3xxcallcost150ppmmobilesvary max£7 50,,,Phishing
well do england get official poly ringtone colour flag yer mobile text tone flag 84199 optout txt eng stop box39822 w111wx £ 150,,,Phishing
freemsg txt call 86888 claim reward 3 hour talk time use phone subscribe6gbpmnth inc 3hrs 16 stoptxtstop,,,Phishing
wan na laugh try chitchat mobile logon txte word chat send 8883 cm po box 4217 london w1a 6zf 16 118pmsg rcvd,,,Phishing
freemsg hi baby wow get new cam moby wan na c hot pic fancy chatim w8 in 4utxt rply chat 82242 hlp 08712317606 msg150p 2rcv,,,Phishing
gr8 new service live sex video chat mob see sexy dirty girl live ur phone 4 detail text horny 89070 cancel send stop 89070,,,Phishing
customer service announcement recently try make delivery unable please call 07099833605 reschedule ref9280114,,,Phishing
urgent mobile 07808726822 award £ 2000 bonus caller prize 020903 2nd attempt contact call 08718729758 box95qu,,,Phishing
private 2003 account statement show 800 unredeemed point call 08718738002 identifier code 48922 expire 211104,,,Phishing
today voda number end 7634 select receive £ 350 reward match please call 08712300220 quote claim code 7684 standard rate apply,,,Phishing
please call customer service representative 0800 169 6031 10am9pm guarantee £ 1000 cash £ 5000 prize,,,Phishing
sunshine quiz win super sony dvd recorder canname capital australia text mquiz 82277 b,,,Phishing
£ 400 xmas reward wait computer randomly pick loyal mobile customer receive £ 400 reward call 09066380611,,,Phishing
try contact reply offer video phone 750 anytime network min half price line rental camcorder reply call 08000930705,,,Phishing
january male sale hot gay chat cheap call 08709222922 national rate 15pmin cheap 78pmin peak stop text call 08712460324 10pmin,,,Phishing
last stereophonic marley dizzee racal libertine stroke win nookii game flirt click themob wap bookmark text wap 82468,,,Phishing
get touch folk wait company txt back name age opt enjoy community 150psm,,,Phishing
urgent call 09061749602 landline complimentary 4 tenerife holiday £ 10000 cash await collection sae tc box 528 hp20 1yf 150ppm 18,,,Phishing
dear matthew please call 09063440451 landline complimentary 4lux tenerife holiday £ 1000 cash await collection ppm150 sae tc box334 sk38xh,,,Phishing
money r lucky winner 2 claim prize text money 2 88600 £ 1million give away ppt150x3normal text rate box403 w1t1jy,,,Phishing
u secret admirer look 2 make contact ufind rreveal think ur specialcall 09058094565,,,Phishing
sunshine quiz wkly q win top sony dvd player u know country liverpool play mid week txt ansr 82277 £ 150 sptyrone,,,Phishing
shop till u drop either 10k 5k £ 500 cash £ 100 travel voucher call 09064011000 ntt po box cr01327bt fixedline cost 150ppm mobile vary,,,Phishing
u want xmas 100 free text message new video phone half price line rental call free 0800 0721072 find,,,Phishing
hello need posh bird chap user trial prod champney put need address dob asap ta r,,,Phishing
private 2003 account statement 07808 xxxxxx show 800 unredeemed point call 08719899217 identifier code 41685 expire 071104,,,Phishing
u secret admirer look 2 make contact ufind rreveal think ur specialcall 09065171142stopsms08,,,Phishing
reminder download content already pay goto httpdoit mymoby tv collect content,,,Phishing
free ringtone wait collect simply text password mix 85069 verify get usher britney fml po box 5249 mk17 92h 450ppw 16,,,Phishing
panasonic bluetoothhdset free nokia free motorola free doublemin doubletxt orange contract call mobileupd8 08000839402 call 2optout,,,Phishing
please call customer service representative freephone 0808 145 4742 9am11pm guarantee £ 1000 cash £ 5000 prize,,,Phishing
ur cashbalance currently 500 pound maximize ur cashin send go 86688 150pmsg cc 08718720201 po box 11414 tcrw1,,,Phishing
guess somebody know secretly fancy wan na find give we call 09065394514 landline datebox1282essexcm61xn 150pmin 18,,,Phishing
urgent try contact u today draw show £ 800 prize guarantee call 09050001808 land line claim m95 valid12hrs,,,Phishing
filthy story girl wait,,,Phishing
congrat 2 mobile 3 g videophone r call 09063458130 videochat wid mate play java game dload polyph music noline rentl,,,Phishing
hi customer loyalty offerthe new nokia6650 mobile £ 10 txtauction txt word start 81151 get 4tctxt tc 150pmtmsg,,,Phishing
email alertfrom jeri stewartsize 2kbsubject lowcost prescripiton drvgsto listen email call 123,,,Phishing
u subscribe good mobile content service uk £ 3 per 10 day send stop 82324 helpline 08706091795,,,Phishing
realize 40 year well thousand old lady run around tattoo,,,Phishing
ur award city break could win £ 200 summer shopping spree every wk txt store 88039 skilgme tscs087147403231winawkage16 £ 150perwksub,,,Phishing
urgent ur £ 500 guarantee award still unclaimed call 09066368327 closingdate040902 claimcode m39m51 £ 150pmmorefrommobile2bremovedmobypobox734ls27yf,,,Phishing
romantic paris 2 night 2 flight £ 79 book 4 next year call 08704439680tscs apply,,,Phishing
important customer service announcement premier,,,Phishing
forward 448712404000please call 08712404000 immediately urgent message wait,,,Phishing
guarantee £ 1000 cash £ 2000 prize claim yr prize call customer service representative 08714712394 10am7pm,,,Phishing
error,,,Phishing
08714712388 10am7pm cost 10p,,,Phishing
4mth half price orange line rental late camera phone 4 free phone 11mth call mobilesdirect free 08000938767 update or2stoptxt tc,,,Phishing
dear voucher holder claim week offer pc please go tsc apply stop text txt stop 80062,,,Phishing
u secret admirer reveal think u r special call 09065174042 opt reply reveal stop 150 per msg recd cust care 07821230901,,,Phishing
25p 4 alfie moon child need song ur mob tell ur m8s txt tone charity 8007 nokia poly charity poly ze 08701417012 profit 2 charity,,,Phishing
want 750 anytime network min 150 text new video phone five pound per week call 08002888812 reply delivery tomorrow,,,Phishing
try contact offer new video phone 750 anytime network min half price rental camcorder call 08000930705 reply delivery we d,,,Phishing
talk sexy make new friend fall love world discreet text date service text vip 83110 see could meet,,,Phishing
today offer claim ur £ 150 worth discount voucher text yes 85023 savamob member offer mobile c 08717898035 £ 300 sub 16 unsub reply x,,,Phishing
urgent call 09066350750 landline complimentary 4 ibiza holiday 10000 cash await collection sae tc po box 434 sk3 8wp 150 ppm 18,,,Phishing
last chance 2 claim ur £ 150 worth discount voucherstext yes 85023 nowsavamobmember offer mobile c 08717898035 £ 300 sub 16 remove txt x stop,,,Phishing
u outbid simonwatson5120 shinco dvd plyr 2 bid visit sm acsmsreward 2 end bid notification reply end,,,Phishing
5 free top polyphonic tone call 087018728737 national rate get toppoly tune send every week text subpoly 81618 £ 3 per pole unsub 08718727870,,,Phishing
ever think live good life perfect partner txt back name age join mobile community 100psms,,,Phishing
important customer service announcement premier call freephone 0800 542 0578,,,Phishing
guarantee £ 200 award even £ 1000 cashto claim ur award call free 08000407165 18 2 stop getstop 88222 php rg21 4jx,,,Phishing
last chance claim ur £ 150 worth discount voucher today text shop 85023 savamob offer mobile c savamob pobox84 m263uz £ 300 sub 16,,,Phishing
orange customer may claim free camera phone upgrade loyalty call 0207 153 9996 offer end 14thmarch tc apply optout availa,,,Phishing
u get 2 phone wan na chat 2 set meet call 09096102316 u cum 2moro luv jane xx calls£1minmoremobsemspobox45po139wa,,,Phishing
hungry gay guy feel hungry 4 call 08718730555 10pmin stop text call 08712460324 10pmin,,,Phishing
1 nokia tone 4 ur mob every week txt nok 87021 1st tone free get txtin tell ur friend 150ptone 16 reply hl 4info,,,Phishing
winner u specially select 2 receive £ 1000 cash 4 holiday flight inc speak live operator 2 claim 0871277810810,,,Phishing
1 new voicemail please call 08719181513,,,Phishing
please call 08712402779 immediately urgent message wait,,,Phishing
1 nokia tone 4 ur mob every week txt nok 87021 1st tone free get txtin tell ur friend 150ptone 16 reply hl 4info,,,Phishing
double min double txt 12 price linerental late orange bluetooth mobile call mobileupd8 late offer 08000839402 call2optoutlf56,,,Phishing
bear pic nick tom pete dick fact type try gay chat photo upload call 08718730666 10pmin 2 stop text call 08712460324,,,Phishing
hot live fantasy call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870k,,,Phishing
get 3 lion england tone reply lionm 4 mono lionp 4 poly 4 go 2 wwwringtonescouk original n good tone 3gbp network operator rate apply,,,Phishing
enjoy jamster videosound gold club credit 2 new videosounds2 logosmusicnew get fun jamstercouk 16only help call 09701213186,,,Phishing
"win new "" harry potter order phoenix book 5 reply harry answer 5 question chance first among reader",,,Phishing
ur balance £ 500 ur next question sing uptown girl 80 2 answer txt ur answer 83600 good luck,,,Phishing
win urgent mobile number award £ 2000 prize guarantee call 09061790121 land line claim 3030 valid 12hrs 150ppm,,,Phishing
award sipix digital camera call 09061221061 landline delivery within 28days c box177 m221bp 2yr warranty 150ppm 16 p p£399,,,Phishing
dear subscriber ur draw 4 £ 100 gift voucher b enter receipt correct an elvis presley birthday txt answer 80062,,,Phishing
18 day euro2004 kickoff u keep inform late news result daily unsubscribe send get euro stop 83222,,,Phishing
1000 flirt txt girl bloke ur name age eg girl zoe 18 8007 join get chat,,,Phishing
know someone know fancy call 09058097218 find pobox 6 ls15hb 150p,,,Phishing
dear uve invite xchat final attempt contact u txt chat 86688,,,Phishing
urgent try contact u today draw show £ 800 prize guarantee call 09050003091 land line claim c52 valid12hrs,,,Phishing
someone u know ask date service 2 contact can not guess call 09058091854 reveal po box385 m6 6wu,,,Phishing
eastender tv quiz flower dot compare violet e tulip f lily txt e f 84025 4 chance 2 win £ 100 cash wkent150p16,,,Phishing
449050000301 £ 2000 price claim call 09050000301,,,Phishing
bore speed date try speedchat txt speedchat 80155 do not like em txt swap get new chatter chat80155 pobox36504w45wq 150pmsg rcd 16,,,Phishing
